o,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
http://dbpedia.org/resource/Category:India,India,,,Hindustani-speaking countries and territories| Liberal democracies| Member states of the South Asian Association for Regional Cooperation| Member states of the United Nations| South Asian countries| BRICS nations| Socialist states| States and territories established in 1947| G15 nations| Commonwealth republics| Countries in Asia| Federal republics| Member states of the Commonwealth of Nations| E7 nations| English-speaking countries and territories| Wikipedia categories named after countries| Republics| G20 nations,,
http://dbpedia.org/resource/Category:Indium,Indium,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Indonesia,Indonesia,,,Island countries| Malay-speaking countries and territories| Archipelagoes of the Pacific Ocean| Countries in Oceania| Countries in Asia| Countries in Melanesia| Southeast Asian countries| Wikipedia categories named after countries| Republics| Volcanic arc islands,,
http://dbpedia.org/resource/Category:Industry,Industry,,,Industries| Technology by type,,
http://dbpedia.org/resource/Category:Inlets,Inlets,,,Bodies of water| Coastal and oceanic landforms,,
http://dbpedia.org/resource/Category:Inselbergs,Inselbergs,,,Mountain geomorphology| Rock formations,,
http://dbpedia.org/resource/Category:Interfaces,Interfaces,,,Network architecture,,
http://dbpedia.org/resource/Category:Interference,Interference,,,Electronics| Physical optics| Telecommunications| Wave mechanics,,
http://dbpedia.org/resource/Category:Interferometry,Interferometry,,,Interference| Optical metrology| Observational astronomy,,Interferometers| Interferometers| Interferometers
http://dbpedia.org/resource/Category:Interpretation,Interpretation,,,Museology| Education| Communication,,
http://dbpedia.org/resource/Category:Investment,Investment,,,Finance,,
http://dbpedia.org/resource/Category:Iodates,Iodates,,,Iodine compounds,,
http://dbpedia.org/resource/Category:Iodides,Iodides,,,Iodine compounds| Iodine compounds| Halides| Halides,,Metal halides| Nonmetal halides| Metal halides| Nonmetal halides
http://dbpedia.org/resource/Category:Iodine,Iodine,,,Diatomic nonmetals| Halogens| Staining dyes| Antiseptics| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Ionosphere,Ionosphere,,,Space plasmas| Plasma physics| Atmosphere of Earth,,
http://dbpedia.org/resource/Category:Ions,Ions,,,Physical chemistry| Matter| Chemical bonding| Charge carriers| Chemical substances,,
http://dbpedia.org/resource/Category:Iran,Iran,,,Iranian-speaking countries and territories| Middle Eastern countries| Western Asian countries| Azerbaijani-speaking countries and territories| Countries in Asia| Persian-speaking countries and territories| Kurdish-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Iraq,Iraq,,,Iranian-speaking countries and territories| Middle Eastern countries| Western Asian countries| Member states of the Arab League| Azerbaijani-speaking countries and territories| Arabic-speaking countries and territories| Mesopotamia| Mashriq| Countries in Asia| Federal republics| Kurdish-speaking countries and territories| Turkish-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Ireland,Ireland,,,Wikipedia categories named after islands| Wikipedia categories named after islands| Divided regions| Divided regions| British Isles| British Isles,,Northern Ireland| Republic of Ireland| Northern Ireland| Republic of Ireland| Northern Ireland| Republic of Ireland
http://dbpedia.org/resource/Category:Iridium,Iridium,,,Precious metals| Transition metals| Chemical elements| Platinum-group metals| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Iron,Iron,,,Metals| Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Irrigation,Irrigation,,,Gardening aids| Water and the environment| Agronomy| Horticulture and gardening| Agriculture| Water conservation| Industrial agriculture| Water management| Lawn care| Water,,
http://dbpedia.org/resource/Category:Ischia,Ischia,,,Islands of Campania| Wikipedia categories named after islands,,
http://dbpedia.org/resource/Category:Islands,Islands,,,Fluvial landforms| Coastal and oceanic landforms,,
http://dbpedia.org/resource/Category:Isotopes,Isotopes,,,Nuclear chemistry| Nuclear physics| Properties of chemical elements,,
http://dbpedia.org/resource/Category:Israel,Israel,,,Middle Eastern countries| Western Asian countries| Arabic-speaking countries and territories| Palestine (region)| Countries in Asia| Wikipedia categories named after countries| Republics| Political entities in the Land of Israel| Land of Israel,,
http://dbpedia.org/resource/Category:Istria,Istria,,,Historical regions in Slovenia| Regions of Croatia| Divided regions| Historical regions in Croatia,,
http://dbpedia.org/resource/Category:Italy,Italy,,,Member states of the Council of Europe| Romance countries and territories| Member states of the European Union| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Republics| Italian-speaking countries and territories,,
http://dbpedia.org/resource/Category:Jamaica,Jamaica,,,Island countries| Wikipedia categories named after islands| Countries in the Caribbean| Countries in North America| Member states of the Commonwealth of Nations| States and territories established in 1962| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Japan,Japan,,,Island countries| Northeast Asian countries| Countries in Asia| Wikipedia categories named after countries| East Asian countries,,
http://dbpedia.org/resource/Category:Joints,Joints,,,Musculoskeletal system,,
http://dbpedia.org/resource/Category:Jordan,Jordan,,,Middle Eastern countries| Western Asian countries| Member states of the Arab League| Arabic-speaking countries and territories| Mashriq| Kingdoms| Countries in Asia| Levant| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Jupiter,Jupiter,,,Wikipedia categories named after planets| Outer planets| Planets of the Solar System| Wikipedia categories named after Solar System objects| Gas giants,,
http://dbpedia.org/resource/Category:Jurassic,Jurassic,,,Mesozoic| Geological periods,,
http://dbpedia.org/resource/Category:Karakoram,Karakoram,,,Wikipedia categories named after mountain ranges| Himalayas| Mountain ranges of Gilgit-Baltistan| Mountain ranges of Xinjiang,,
http://dbpedia.org/resource/Category:Karst,Karst,,,Landforms| Cave geology| Geomorphology| Limestone formations,,
http://dbpedia.org/resource/Category:Kashmir,Kashmir,,,Kashmiri-speaking countries and territories| Divided regions,,
http://dbpedia.org/resource/Category:Kazakhstan,Kazakhstan,,,Russian-speaking countries and territories| Ukrainian-speaking countries and territories| Central Asian countries| Landlocked countries| Eastern European countries| Countries in Asia| Countries in Europe| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Kenya,Kenya,,,Southeast African countries| East African countries| Countries in Africa| Bantu countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Republics| States and territories established in 1963,,
http://dbpedia.org/resource/Category:Ketones,Ketones,,,Oxygen compounds| Organic compounds| Functional groups,,
http://dbpedia.org/resource/Category:Kinematics,Kinematics,,,Classical mechanics| Mechanics| Machines| Euclidean geometry,,
http://dbpedia.org/resource/Category:Kinshasa,Kinshasa,,,Wikipedia categories named after populated places in the Democratic Republic of the Congo| Capitals in Africa| Provinces of the Democratic Republic of the Congo| Wikipedia categories named after capitals,,
http://dbpedia.org/resource/Category:Kiribati,Kiribati,,,Island countries| Countries in Micronesia| British Western Pacific Territories| Countries in Oceania| Member states of the Commonwealth of Nations| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Korea,Korea,,,Disputed territories in Asia| Divided regions| Northeast Asia| Regions of Asia| East Asia,,
http://dbpedia.org/resource/Category:Krakatoa,Krakatoa,,,Mountains of Indonesia| Wikipedia categories named after volcanoes| Uninhabited islands of Indonesia| Active volcanoes of Indonesia| Wikipedia categories named after individual mountains| Islands of the Sunda Strait| Volcanic calderas of Indonesia,,
http://dbpedia.org/resource/Category:Kuwait,Kuwait,,,States and territories established in 1961| Middle Eastern countries| Western Asian countries| Member states of the Arab League| Arabian Peninsula| Arabic-speaking countries and territories| Mashriq| Countries in Asia| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Kyrgyzstan,Kyrgyzstan,,,Russian-speaking countries and territories| Central Asian countries| Landlocked countries| Countries in Asia| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Labrador,Labrador,,,Newfoundland and Labrador| Proposed provinces and territories of Canada,,
http://dbpedia.org/resource/Category:Ladakh,Ladakh,,,Jammu and Kashmir| Proposed states and territories of India,,
http://dbpedia.org/resource/Category:Lakes,Lakes,,,Limnology| Fluvial landforms| Hydrology| Bodies of water,,Reservoirs| Reservoirs| Reservoirs| Reservoirs
http://dbpedia.org/resource/Category:Landforms,Landforms,,,Topography| Topography| Topography| Geomorphology| Geomorphology| Geomorphology| Physiographic divisions| Physiographic divisions| Physiographic divisions| Places| Places| Places,,Geomorphology| Bodies of water| Wetlands| Geomorphology| Bodies of water| Wetlands| Geomorphology| Bodies of water| Wetlands| Geomorphology| Bodies of water| Wetlands
http://dbpedia.org/resource/Category:Landslides,Landslides,,,Geological hazards| Natural disasters,,
http://dbpedia.org/resource/Category:Lanthanum,Lanthanum,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Laos,Laos,,,Landlocked countries| 1949 establishments in Laos| Countries in Asia| Communist states| Southeast Asian countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Lapland,Lapland,,,,,
http://dbpedia.org/resource/Category:Latvia,Latvia,,,Northern European countries| Russian-speaking countries and territories| Post–Russian Empire states| NUTS 1 statistical regions of the European Union| Member states of the European Union| States and territories established in 1918| Countries in Europe| Wikipedia categories named after countries| Baltic states| Republics,,
http://dbpedia.org/resource/Category:Lawrencium,Lawrencium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Lead,Lead,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Leaves,Leaves,,,Plant anatomy,,
http://dbpedia.org/resource/Category:Lebanon,Lebanon,,,Middle Eastern countries| Western Asian countries| Member states of the Arab League| Arabic-speaking countries and territories| Mashriq| Countries in Asia| Levant| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Legends,Legends,,,Oral tradition| Oral tradition| Oral literature| Oral literature| Traditions| Traditions| Fiction| Fiction| Folklore by type| Folklore by type,,Mythology| Folklore| Mythology| Folklore| Mythology| Folklore| Mythology| Folklore| Mythology| Folklore
http://dbpedia.org/resource/Category:Lenses,Lenses,,,Optical components,,
http://dbpedia.org/resource/Category:Lepidoptera,Lepidoptera,,,Insects by classification,,
http://dbpedia.org/resource/Category:Lesotho,Lesotho,,,Countries in Africa| Landlocked countries| Kingdoms| Bantu countries and territories| Enclaves and exclaves| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Liberia,Liberia,,,Countries in Africa| West African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Libraries,Libraries,,,Heritage organizations| Information management,,
http://dbpedia.org/resource/Category:Libya,Libya,,,1951 establishments in Africa| Member states of the Arab League| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Lichens,Lichens,,,Cryptogams| Fungi,,
http://dbpedia.org/resource/Category:Liechtenstein,Liechtenstein,,,Principalities| Central European countries| Germanic countries and territories| German-speaking countries and territories| Landlocked countries| Countries in Europe| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Ligands,Ligands,,,Coordination chemistry| Cell signaling| Signal transduction,,
http://dbpedia.org/resource/Category:Lightning,Lightning,,,Electric arcs| Space plasmas| Atmospheric electricity| Weather hazards| Storm| Electrical breakdown| Electrical phenomena,,
http://dbpedia.org/resource/Category:Lilongwe,Lilongwe,,,"Capitals in Africa| Populated places in Malawi| Wikipedia categories named after capitals| Central Region, Malawi",,
http://dbpedia.org/resource/Category:Limestone,Limestone,,,Stone| Sedimentary rocks,,
http://dbpedia.org/resource/Category:Limnology,Limnology,,,Hydrography| Earth sciences| Aquatic ecology,,
http://dbpedia.org/resource/Category:Lipids,Lipids,,,Biomolecules by chemical classification| Nutrients| Macromolecules| Membrane-active molecules| Organic compounds,,
http://dbpedia.org/resource/Category:Lithium,Lithium,,,Alkali metals| Corrosive substances| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Lithostratigraphy,Lithostratigraphy,,,Stratigraphy,,
http://dbpedia.org/resource/Category:Lithuania,Lithuania,,,Northern European countries| Post–Russian Empire states| NUTS 1 statistical regions of the European Union| Member states of the European Union| States and territories established in 1918| Countries in Europe| Wikipedia categories named after countries| Baltic states| Republics,,
http://dbpedia.org/resource/Category:Luminescence,Luminescence,,,Molecular physics| Energy conversion,,
http://dbpedia.org/resource/Category:Lutetium,Lutetium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Luxembourg,Luxembourg,,,Member states of the Organisation internationale de la Francophonie| NUTS 1 statistical regions of the European Union| Germanic countries and territories| German-speaking countries and territories| Landlocked countries| Benelux| Member states of the European Union| Countries in Europe| French-speaking countries and territories| Wikipedia categories named after countries| Western European countries,,
http://dbpedia.org/resource/Category:Maars,Maars,,,Volcanic craters| Diatremes,,
http://dbpedia.org/resource/Category:Macedonia,Macedonia,,,Balkans| Historical regions in Serbia| Divided regions| Historical regions in Bulgaria| Historical regions in Greece| Geography of Southeastern Europe| Historical regions in Albania,,
http://dbpedia.org/resource/Category:Madagascar,Madagascar,,,Island countries| Islands of Africa| Physiographic provinces| Member states of the Organisation internationale de la Francophonie| Southeast African countries| East African countries| Wikipedia categories named after islands| Countries in Africa| Southern African countries| French-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Madeira,Madeira,,,Outermost regions of the European Union| Wikipedia categories named after dependent territories| Autonomous Regions of Portugal| Wikipedia categories named after islands| North Africa| NUTS 2 statistical regions of Portugal| Islands of Macaronesia| Integral overseas territories,,
http://dbpedia.org/resource/Category:Maghreb,Maghreb,,,Regions of Africa| Geography of North Africa| Mediterranean| Arab world,,
http://dbpedia.org/resource/Category:Magnesium,Magnesium,,,Alkaline earth metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Magnetism,Magnetism,,,Electromagnetism,,
http://dbpedia.org/resource/Category:Magnetohydrodynamics,Magnetohydrodynamics,,,Fluid dynamics| Electromagnetism| Hydrodynamics,,
http://dbpedia.org/resource/Category:Magnetometers,Magnetometers,,,Measuring instruments| Magnetic devices,,
http://dbpedia.org/resource/Category:Maine,Maine,,,States of the United States| States of the East Coast of the United States| New England states,,
http://dbpedia.org/resource/Category:Maintenance,Maintenance,,,Waste reduction| Reuse| Applied sciences| Mechanical engineering| Product lifecycle management,,
http://dbpedia.org/resource/Category:Malawi,Malawi,,,States and territories established in 1964| Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Malaysia,Malaysia,,,Strait of Malacca| Malay-speaking countries and territories| Federal monarchies| Countries in Asia| Southeast Asian countries| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Mali,Mali,,,Countries in Africa| Landlocked countries| West African countries| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Malta,Malta,,,Island countries| States and territories established in 1964| NUTS 1 statistical regions of the European Union| Wikipedia categories named after islands| Archipelagoes of the Mediterranean Sea| Member states of the European Union| Countries in Europe| Southern European countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Management,Management,,,Administration| Accountability| Leadership| Applied sciences| Business| Professional studies,,
http://dbpedia.org/resource/Category:Managua,Managua,,,Populated places in Nicaragua| Capitals in North America| Managua Department| Wikipedia categories named after capitals| Capitals in Central America,,
http://dbpedia.org/resource/Category:Manganese,Manganese,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Manila,Manila,,,Cities in Metro Manila| Wikipedia categories named after populated places in the Philippines| Capitals in Asia| Wikipedia categories named after capitals,,Metro Manila| Metro Manila| Metro Manila| Metro Manila
http://dbpedia.org/resource/Category:Maps,Maps,,,Works by medium| Works by medium| Works by medium| Works by medium| Works by medium| Navigation| Navigation| Navigation| Navigation| Navigation| Cartography| Cartography| Cartography| Cartography| Cartography| Publications by format| Publications by format| Publications by format| Publications by format| Publications by format| Geographic data and information| Geographic data and information| Geographic data and information| Geographic data and information| Geographic data and information,,Cartography| Technical drawing| Family trees| Diagrams| Map types| Cartography| Technical drawing| Family trees| Diagrams| Map types| Cartography| Technical drawing| Family trees| Diagrams| Map types| Cartography| Technical drawing| Family trees| Diagrams| Map types| Cartography| Technical drawing| Family trees| Diagrams| Map types
http://dbpedia.org/resource/Category:Markets,Markets,,,,,
http://dbpedia.org/resource/Category:Mars,Mars,,,Wikipedia categories named after planets| Planets of the Solar System| Wikipedia categories named after Solar System objects,,
http://dbpedia.org/resource/Category:Marshes,Marshes,,,Fluvial landforms| Wetlands,,
http://dbpedia.org/resource/Category:Martinique,Martinique,,,Outermost regions of the European Union| Departments of France| Island countries| Regions of France| Caribbean territories or dependencies| Wikipedia categories named after islands| Windward Islands| Wikipedia categories named after former countries| Islands of France| French North America| Overseas departments of France| Outermost regions of the European Union| Departments of France| Island countries| Regions of France| Caribbean territories or dependencies| Wikipedia categories named after islands| Windward Islands| Wikipedia categories named after former countries| Islands of France| French North America| Overseas departments of France,,
http://dbpedia.org/resource/Category:Mass,Mass,,,Matter| Physical quantities,,
http://dbpedia.org/resource/Category:Materials,Materials,,,Manufacturing| Goods| Matter,,
http://dbpedia.org/resource/Category:Mauritania,Mauritania,,,Member states of the African Union| Member states of the Arab League| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| West African countries| French West Africa| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Mauritius,Mauritius,,,Miocene volcanism| Island countries| States and territories established in 1968| Member states of the Organisation internationale de la Francophonie| East African countries| Wikipedia categories named after islands| Countries in Africa| Islands of the Indian Ocean| Member states of the Commonwealth of Nations| French-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Hotspot volcanoes| Republics,,
http://dbpedia.org/resource/Category:Mayotte,Mayotte,,,Outermost regions of the European Union| Island countries| Regions of France| Islands of Africa| Comoros archipelago| Wikipedia categories named after islands| Territorial disputes of the Comoros| Islands of the Indian Ocean| Southern Africa| Southeast Africa| Disputed territories in Africa| East Africa| Territorial disputes of France| Overseas departments of France,,
http://dbpedia.org/resource/Category:Measurement,Measurement,,,Scientific observation| Applied sciences,,
http://dbpedia.org/resource/Category:Mechanics,Mechanics,,,Concepts in physics| Subfields of physics| Mechanical engineering,,
http://dbpedia.org/resource/Category:Mecklenburg,Mecklenburg,,,Regions of Mecklenburg-Vorpommern,,
http://dbpedia.org/resource/Category:Meetings,Meetings,,,Social events| Social events| Social events| Human communication| Human communication| Human communication| Organized events| Organized events| Organized events| Organizational culture| Organizational culture| Organizational culture,,Meetings| Organizations| Organizational culture| Meetings| Organizations| Organizational culture| Meetings| Organizations| Organizational culture| Meetings| Organizations| Organizational culture
http://dbpedia.org/resource/Category:Melanesia,Melanesia,,,Regions of Oceania,,
http://dbpedia.org/resource/Category:Mendelevium,Mendelevium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Mercury,Mercury,,,,,
http://dbpedia.org/resource/Category:Mesolithic,Mesolithic,,,Stone Age| Holocene,,
http://dbpedia.org/resource/Category:Mesopotamia,Mesopotamia,,,Geography of Western Asia| Ancient Syria| Geography of Syria| History of the Middle East| Ancient Near East| Eastern Mediterranean| Near East| History of Western Asia| Historical regions| Geography of the Middle East| Civilizations| Ancient history of Iraq| Geography of Iraq,,
http://dbpedia.org/resource/Category:Mesozoic,Mesozoic,,,Phanerozoic| Geological eras,,
http://dbpedia.org/resource/Category:Metabolism,Metabolism,,,Cellular processes| Biochemistry,,
http://dbpedia.org/resource/Category:Metallurgy,Metallurgy,,,Mining| Chemistry| Metals| Materials science,,
http://dbpedia.org/resource/Category:Metals,Metals,,,Crystalline solids| Building materials| Chemical substances,,
http://dbpedia.org/resource/Category:Meteorites,Meteorites,,,Meteoroids| Rocks,,
http://dbpedia.org/resource/Category:Meteoroids,Meteoroids,,,Planetary science| Bodies of the Solar System,,
http://dbpedia.org/resource/Category:Meteorology,Meteorology,,,Applied and interdisciplinary physics| Applied and interdisciplinary physics| Oceanography| Oceanography| Physical geography| Physical geography| Atmospheric sciences| Atmospheric sciences,,Oceanography| Climatology| Oceanography| Climatology| Oceanography| Climatology| Oceanography| Climatology
http://dbpedia.org/resource/Category:Methane,Methane,,,Anaerobic digestion| Alkanes| Greenhouse gases,,
http://dbpedia.org/resource/Category:Mexico,Mexico,,,Spanish-speaking countries and territories| Countries in the Caribbean| Countries in North America| Romance countries and territories| States and territories established in 1810| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Microcomputers,Microcomputers,,,Classes of computers,,
http://dbpedia.org/resource/Category:Micronesia,Micronesia,,,Regions of Oceania,,
http://dbpedia.org/resource/Category:Microorganisms,Microorganisms,,,Microbiology| Organisms| Antonie van Leeuwenhoek,,
http://dbpedia.org/resource/Category:Microtus,Microtus,,,Voles and lemmings,,
http://dbpedia.org/resource/Category:Midian,Midian,,,Ancient peoples of the Near East| Hebrew Bible nations,,
http://dbpedia.org/resource/Category:Mineralogy,Mineralogy,,,Minerals| Subfields of geology,,
http://dbpedia.org/resource/Category:Minerals,Minerals,,,Crystalline solids| Natural materials| Natural resources| Mineralogy| Chemical compounds,,
http://dbpedia.org/resource/Category:Mines,Mines,,,Mining| Subterranea (geography),,
http://dbpedia.org/resource/Category:Minicomputers,Minicomputers,,,Legacy systems| Classes of computers,,
http://dbpedia.org/resource/Category:Mining,Mining,,,Economic geology| Industries| Minerals| Resource extraction| Heavy industry,,
http://dbpedia.org/resource/Category:Minnesota,Minnesota,,,States of the United States| Midwestern United States,,
http://dbpedia.org/resource/Category:Miocene,Miocene,,,Neogene geochronology| Geological epochs,,
http://dbpedia.org/resource/Category:Models,Models,,,,,
http://dbpedia.org/resource/Category:Moldova,Moldova,,,Russian-speaking countries and territories| Ukrainian-speaking countries and territories| Landlocked countries| Southeastern European countries| Romanian-speaking countries and territories| Eastern European countries| Romance countries and territories| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Molybdates,Molybdates,,,Molybdenum compounds,,
http://dbpedia.org/resource/Category:Molybdenum,Molybdenum,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Monaco,Monaco,,,Principalities| City-states| Romance countries and territories| Capitals in Europe| Countries in Europe| French-speaking countries and territories| Southern European countries| Wikipedia categories named after countries| Wikipedia categories named after capitals| Southwestern European countries| Italian-speaking countries and territories| Massalian colonies,,
http://dbpedia.org/resource/Category:Monferrato,Monferrato,,,"Geographical, historical and cultural regions of Piedmont| Marquisates of Italy",,
http://dbpedia.org/resource/Category:Mongolia,Mongolia,,,Inner Asia| Northeast Asian countries| Central Asian countries| Mongols| Landlocked countries| Countries in Asia| Wikipedia categories named after countries| Republics| East Asian countries,,
http://dbpedia.org/resource/Category:Monographs,Monographs,,,Publications by format| Books by type,,
http://dbpedia.org/resource/Category:Montana,Montana,,,Western United States| States of the United States,,
http://dbpedia.org/resource/Category:Montserrat,Montserrat,,,Island countries| British Overseas Territories| Wikipedia categories named after dependent territories| Caribbean territories or dependencies| Wikipedia categories named after islands| Leeward Islands (Caribbean)| States and territories established in 1962,,
http://dbpedia.org/resource/Category:Moon,Moon,,,Earth| Moons| Planetary-mass satellites| Planetary satellite systems| Wikipedia categories named after Solar System objects,,
http://dbpedia.org/resource/Category:Moraines,Moraines,,,Glacial landforms,,
http://dbpedia.org/resource/Category:Moravia,Moravia,,,Geography of Central Europe| Wikipedia categories named after former countries| Geography of the Czech Republic| Regions of Europe,,Moravian Church| Moravian Church| Moravian Church| Moravian Church
http://dbpedia.org/resource/Category:Morocco,Morocco,,,Member states of the Arab League| Member states of the Organisation internationale de la Francophonie| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Kingdoms| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Mosaics,Mosaics,,,Mosaic| Art media| Works of art,,Mosaic| Mosaic| Mosaic
http://dbpedia.org/resource/Category:Moscow,Moscow,,,Central Federal District| 1147 establishments in Russia| Wikipedia categories named after populated places in Russia| Federal cities of Russia| Capitals in Europe| Wikipedia categories named after capitals,,
http://dbpedia.org/resource/Category:Motions,,,,,,
http://dbpedia.org/resource/Category:Mountains,Mountains,,,Landforms| Landforms| Landforms| Landforms,,Mountaineering| Mountain ranges| Climbing| Hills
http://dbpedia.org/resource/Category:Mouth,Mouth,,,Animal anatomy| Facial features| Human head and neck| Digestive system,,
http://dbpedia.org/resource/Category:Mozambique,Mozambique,,,Southeast African countries| East African countries| Member states of the Community of Portuguese Language Countries| Countries in Africa| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Muscles,Muscles,,,,,
http://dbpedia.org/resource/Category:Museums,Museums,,,Heritage organizations| Buildings and structures by type| Information storage| Educational buildings| Tourist attractions,,
http://dbpedia.org/resource/Category:Mustelidae,Mustelidae,,,Caniforms,,
http://dbpedia.org/resource/Category:NASA,NASA,,,"Webby Award winners| 1958 establishments in Washington, D.C.| Independent agencies of the United States government| Wikipedia categories named after government agencies| Wikipedia categories named after scientific organizations| Organizations based in Washington, D.C.| Wikipedia categories named after organizations based in the United States| Government agencies established in 1958| Aerospace agencies| Government of the United States| Space program of the United States| Aerospace| Space agencies",,
http://dbpedia.org/resource/Category:Namibia,Namibia,,,Afrikaans-speaking countries and territories| Countries in Africa| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Nauru,Nauru,,,Island countries| Wikipedia categories named after islands| Countries in Micronesia| Atolls of the Pacific Ocean| British Western Pacific Territories| Countries in Oceania| Member states of the Commonwealth of Nations| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Nematomorpha,Nematomorpha,,,Nematoida,,
http://dbpedia.org/resource/Category:Neodymium,Neodymium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Neogene,Neogene,,,Geological periods| Cenozoic,,
http://dbpedia.org/resource/Category:Neolithic,Neolithic,,,Stone Age| Holocene,,
http://dbpedia.org/resource/Category:Neon,Neon,,,Noble gases| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Nepal,Nepal,,,South Asian countries| Socialist states| Landlocked countries| Countries in Asia| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Neptune,Neptune,,,Wikipedia categories named after planets| Outer planets| Ice giants| Astronomical objects discovered in 1846| Planets of the Solar System| Wikipedia categories named after Solar System objects,,
http://dbpedia.org/resource/Category:Neptunium,Neptunium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Nesosilicates,Nesosilicates,,,Silicate minerals,,
http://dbpedia.org/resource/Category:Netherlands,Netherlands,,,Member states of the Council of Europe| Kingdom of the Netherlands| Dutch-speaking countries and territories| Benelux| Member states of the European Union| Countries in Europe| Wikipedia categories named after countries| Western European countries,,
http://dbpedia.org/resource/Category:Networks,Networks,,,Physical systems,,
http://dbpedia.org/resource/Category:News,News,,,Events| Events| Events| Events| Events| Events| Events| Information| Information| Information| Information| Information| Information| Information,,Years| Births by year| Deaths by year| Years in music| Films by year| History| Years in film| Years| Births by year| Deaths by year| Years in music| Films by year| History| Years in film
http://dbpedia.org/resource/Category:Nicaragua,Nicaragua,,,Spanish-speaking countries and territories| Countries in North America| Wikipedia categories named after countries| Republics| Countries in Central America,,
