Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;AGROVOC Concept URI;Agrovoc Concept's PrefLabel;Broaders Of  Agrovoc Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)";If E the 1;If C the 1;If N the 1;if Na 
;sodium chloride;http://linkeddata.ge.imati.cnr.it/resource/ThIST/clorurodisodio;http://aims.fao.org/aos/agrovoc/c_7146;Sodium chloride;Chlorides;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cnidaria;http://aims.fao.org/aos/agrovoc/c_9938;Cnidaria;Animalia;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/codium;http://aims.fao.org/aos/agrovoc/c_330703;Codium;Codiaceae;E;1;0;0;0
;failures;http://linkeddata.ge.imati.cnr.it/resource/ThIST/collasso;http://aims.fao.org/aos/agrovoc/c_10004;collapse;symptoms;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/collembola;http://aims.fao.org/aos/agrovoc/c_1759;Collembola;Insecta;E;1;0;0;0
;collections;http://linkeddata.ge.imati.cnr.it/resource/ThIST/collezione;http://aims.fao.org/aos/agrovoc/c_1756;Collections;groups;E;1;0;0;0
;landfills;http://linkeddata.ge.imati.cnr.it/resource/ThIST/colmatazione;http://aims.fao.org/aos/agrovoc/c_35171;Landfills;site;E;1;0;0;0
;color;http://linkeddata.ge.imati.cnr.it/resource/ThIST/colore;http://aims.fao.org/aos/agrovoc/c_1773;Colour;Optical properties;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/coltivazione;http://aims.fao.org/aos/agrovoc/c_2018;Cultivation;Plant production;E;1;0;0;0
;mining;http://linkeddata.ge.imati.cnr.it/resource/ThIST/coltivazionemineraria;http://aims.fao.org/aos/agrovoc/c_49983;mining;Extraction;E;1;0;0;0
;combustion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/combustione;http://aims.fao.org/aos/agrovoc/c_1777;Combustion;chemical reactions;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/commercio;http://aims.fao.org/aos/agrovoc/c_7848;Trade;economics;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/compensazione;http://aims.fao.org/aos/agrovoc/c_1791;Compensation;entities;E;1;0;0;0
;complexing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/complessazione;http://aims.fao.org/aos/agrovoc/c_28303;Complexing;chemical reactions;E;1;0;0;0
;components;http://linkeddata.ge.imati.cnr.it/resource/ThIST/componente;http://aims.fao.org/aos/agrovoc/c_331055;components;entities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/comportamento;http://aims.fao.org/aos/agrovoc/c_868;Behaviour;biological phenomena;E;1;0;0;0
;composition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/composizione;http://aims.fao.org/aos/agrovoc/c_331025;composition;properties;E;1;0;0;0
;chemical composition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/composizionechimica;http://aims.fao.org/aos/agrovoc/c_1794;Chemical composition;composition;E;1;0;0;0
;compressibility;http://linkeddata.ge.imati.cnr.it/resource/ThIST/compressibilita;http://aims.fao.org/aos/agrovoc/c_28307;compressibility;Mechanical properties;E;1;0;0;0
;communities;http://linkeddata.ge.imati.cnr.it/resource/ThIST/comunita;http://aims.fao.org/aos/agrovoc/c_50182;communities;groups;E;1;0;0;0
;concentration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/concentrazione;http://aims.fao.org/aos/agrovoc/c_1801;Concentrating;processing;E;1;0;0;0
;shells;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conchiglia;http://aims.fao.org/aos/agrovoc/c_7032;Shell;Integument;E;1;0;0;0
;condensation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/condensazione;http://aims.fao.org/aos/agrovoc/c_36228;Condensation;physical phenomena;E;1;0;0;0
;freezing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/congelamento;http://aims.fao.org/aos/agrovoc/c_3091;Freezing;processing;E;1;0;0;0
;meetings;http://linkeddata.ge.imati.cnr.it/resource/ThIST/congresso;http://aims.fao.org/aos/agrovoc/c_50256;meetings;Group communication;E;1;0;0;0
;cones;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cono;http://aims.fao.org/aos/agrovoc/c_15957;Cones;Inflorescences;E;1;0;0;0
;preservation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conservazione;http://aims.fao.org/aos/agrovoc/c_6171;Preservation;processing;E;1;0;0;0
;energy conservation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conservazionedellenergia;http://aims.fao.org/aos/agrovoc/c_2567;Energy conservation;Resource conservation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conservazionedelsuolo;http://aims.fao.org/aos/agrovoc/c_7165;Soil conservation;Resource conservation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conservazionedelsuolo;http://aims.fao.org/aos/agrovoc/c_7165;Soil conservation;Soil management;E;1;0;0;0
;consumption;http://linkeddata.ge.imati.cnr.it/resource/ThIST/consumo;http://aims.fao.org/aos/agrovoc/c_1827;Consumption;Economic behaviour;E;1;0;0;0
;contamination;http://linkeddata.ge.imati.cnr.it/resource/ThIST/contaminazione;http://aims.fao.org/aos/agrovoc/c_28317;Contamination;Pollution;E;1;0;0;0
;contamination;http://linkeddata.ge.imati.cnr.it/resource/ThIST/contaminazione;http://aims.fao.org/aos/agrovoc/c_28317;Contamination;Quality;E;1;0;0;0
;continents;http://linkeddata.ge.imati.cnr.it/resource/ThIST/continente;http://aims.fao.org/aos/agrovoc/c_331053;continents;world;E;1;0;0;0
;shrinkage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/contrazione;http://aims.fao.org/aos/agrovoc/c_25209;Shrinkage;chemicophysical properties;E;1;0;0;0
;erosion control;http://linkeddata.ge.imati.cnr.it/resource/ThIST/controllodellerosione;http://aims.fao.org/aos/agrovoc/c_2652;erosion control;Soil conservation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conus;http://aims.fao.org/aos/agrovoc/c_24741;Conus;Gastropoda;E;1;0;0;0
;convection;http://linkeddata.ge.imati.cnr.it/resource/ThIST/convezione;http://aims.fao.org/aos/agrovoc/c_1846;Convection;Heat transfer;E;1;0;0;0
;international cooperation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cooperazioneinternazionale;http://aims.fao.org/aos/agrovoc/c_16378;International cooperation;Cooperation;E;1;0;0;0
;international cooperation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cooperazioneinternazionale;http://aims.fao.org/aos/agrovoc/c_16378;International cooperation;international relations;E;1;0;0;0
;coordination;http://linkeddata.ge.imati.cnr.it/resource/ThIST/coordinazione;http://aims.fao.org/aos/agrovoc/c_50192;coordination;management;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corna;http://aims.fao.org/aos/agrovoc/c_3665;Horns;Integument;E;1;0;0;0
;corrosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corrosione;http://aims.fao.org/aos/agrovoc/c_24011;Corrosion;Deterioration;E;1;0;0;0
;packing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/costipazione;http://aims.fao.org/aos/agrovoc/c_10077;Constipation;Functional disorders;E;1;0;0;0
;structures;http://linkeddata.ge.imati.cnr.it/resource/ThIST/costruzione;http://aims.fao.org/aos/agrovoc/c_330905;structures;entities;E;1;0;0;0
;skulls;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cranio;http://aims.fao.org/aos/agrovoc/c_7104;Skull;Bones;E;1;0;0;0
;growth;http://linkeddata.ge.imati.cnr.it/resource/ThIST/crescita;http://aims.fao.org/aos/agrovoc/c_3394;Growth;biological development;E;1;0;0;0
;crystallization;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cristallizzazione;http://aims.fao.org/aos/agrovoc/c_1994;Crystallization;physical phenomena;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/crittogame;http://aims.fao.org/aos/agrovoc/c_1987;Cryptogams;plants;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ctenophora;http://aims.fao.org/aos/agrovoc/c_10188;Ctenophora;Animalia;E;1;0;0;0
;curricula;http://linkeddata.ge.imati.cnr.it/resource/ThIST/curriculum;http://aims.fao.org/aos/agrovoc/c_16173;curriculum;entities;E;1;0;0;0
;cuttings;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cutting;http://aims.fao.org/aos/agrovoc/c_2048;cuttings;propagation materials;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cyanophyceae;http://aims.fao.org/aos/agrovoc/c_15758;Cyanophyceae;Plantae aquaticae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cyperaceae;http://aims.fao.org/aos/agrovoc/c_2072;Cyperaceae;Poales;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/daino;http://aims.fao.org/aos/agrovoc/c_32582;Fallow deer;deer;E;1;0;0;0
;damage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danno;http://aims.fao.org/aos/agrovoc/c_26768;Damage;phenomena;E;1;0;0;0
;data;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dato;http://aims.fao.org/aos/agrovoc/c_49816;data;entities;E;1;0;0;0
;desorption;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deassorbimento;http://aims.fao.org/aos/agrovoc/c_15963;Desorption;Sorption;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/decantazione;http://aims.fao.org/aos/agrovoc/c_16538;Decanting;Separating;E;1;0;0;0
;deflation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deflazione;http://aims.fao.org/aos/agrovoc/c_2155;Deflation;Monetary policies;E;1;0;0;0
;deforestation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deforestazione;http://aims.fao.org/aos/agrovoc/c_15590;Deforestation;Land clearing;E;1;0;0;0
;degassing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/degassazione;http://aims.fao.org/aos/agrovoc/c_2158;Degassing;processing;E;1;0;0;0
;degradation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/degradazione;http://aims.fao.org/aos/agrovoc/c_2159;degradation;chemical reactions;E;1;0;0;0
;deltas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/delta;http://aims.fao.org/aos/agrovoc/c_2170;Deltas;physiographic features;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/demografia;http://aims.fao.org/aos/agrovoc/c_10328;Demography;Sociology;E;1;0;0;0
;dendrochronology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dendrocronologia;http://aims.fao.org/aos/agrovoc/c_33475;Dendrochronology;Age determination;E;1;0;0;0
;denitrification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/denitrificazione;http://aims.fao.org/aos/agrovoc/c_15869;Denitrification;Biochemical reactions;E;1;0;0;0
;density;http://linkeddata.ge.imati.cnr.it/resource/ThIST/densita;http://aims.fao.org/aos/agrovoc/c_2186;Density;chemicophysical properties;E;1;0;0;0
;density;http://linkeddata.ge.imati.cnr.it/resource/ThIST/densita;http://aims.fao.org/aos/agrovoc/c_2186;Density;measure;E;1;0;0;0
;teeth;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dente;http://aims.fao.org/aos/agrovoc/c_7650;Teeth;Mouth;E;1;0;0;0
;purification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/depurazione;http://aims.fao.org/aos/agrovoc/c_6377;Purification;processing;E;1;0;0;0
;desertification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/desertificazione;http://aims.fao.org/aos/agrovoc/c_2204;Desertification;Land degradation;E;1;0;0;0
;Kalahari desert;http://linkeddata.ge.imati.cnr.it/resource/ThIST/desertodelkalahari;http://aims.fao.org/aos/agrovoc/c_29754;Kalahari Desert;Deserts;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diaframma;http://aims.fao.org/aos/agrovoc/c_24397;Diaphragm;Muscles;E;1;0;0;0
;diatomite;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diatomite;http://aims.fao.org/aos/agrovoc/c_32658;Diatomite;minerals;E;1;0;0;0
;diet;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dieta;http://aims.fao.org/aos/agrovoc/c_2261;diet;meal patterns;E;1;0;0;0
;defects;http://linkeddata.ge.imati.cnr.it/resource/ThIST/difettocristallino;http://aims.fao.org/aos/agrovoc/c_24158;Defects;Quality;E;1;0;0;0
;diffraction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffrazione;http://aims.fao.org/aos/agrovoc/c_50122;diffraction;Optical properties;E;1;0;0;0
;diffusion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffusione;http://aims.fao.org/aos/agrovoc/c_24936;Diffusion;physical phenomena;E;1;0;0;0
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://aims.fao.org/aos/agrovoc/c_2121;Dams;Hydraulic structures;E;1;0;0;0
;dimensions;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dimensione;http://aims.fao.org/aos/agrovoc/c_2283;Dimensions;measure;E;1;0;0;0
;sexual dimorphism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dimorfismosessuale;http://aims.fao.org/aos/agrovoc/c_32659;Sexual dimorphism;Polymorphism;E;1;0;0;0
;sexual dimorphism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dimorfismosessuale;http://aims.fao.org/aos/agrovoc/c_32659;Sexual dimorphism;Sex differentiation;E;1;0;0;0
;dynamics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dinamica;http://aims.fao.org/aos/agrovoc/c_330860;Dynamics;Mechanics;E;1;0;0;0
;soil dynamics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dinamicadelsuolo;http://aims.fao.org/aos/agrovoc/c_25080;soil dynamics;soil mechanics;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/direzionedelvento;http://aims.fao.org/aos/agrovoc/c_29583;Wind direction;properties;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diritto;http://aims.fao.org/aos/agrovoc/c_12106;law;Humanities;E;1;0;0;0
;thawing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/disgelo;http://aims.fao.org/aos/agrovoc/c_7706;Thawing;processing;E;1;0;0;0
;dehydration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/disidratazione;http://aims.fao.org/aos/agrovoc/c_2162;Dehydration;disorders;E;1;0;0;0
;retorting;http://linkeddata.ge.imati.cnr.it/resource/ThIST/distillazione;http://aims.fao.org/aos/agrovoc/c_2336;Distilling;Separating;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/distribuzionedellapopolazione;http://aims.fao.org/aos/agrovoc/c_6113;Population distribution;population structure;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/distribuzionegeografica;http://aims.fao.org/aos/agrovoc/c_5083;Geographical distribution;phenomena;E;1;0;0;0
;spatial distribution;http://linkeddata.ge.imati.cnr.it/resource/ThIST/distribuzionespaziale;http://aims.fao.org/aos/agrovoc/c_36230;Spatial distribution;phenomena;E;1;0;0;0
;dictionaries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dizionario;http://aims.fao.org/aos/agrovoc/c_49852;dictionary;term list;E;1;0;0;0
;DNA;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dna;http://aims.fao.org/aos/agrovoc/c_2347;DNA;Nucleic acids;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/documentazione;http://aims.fao.org/aos/agrovoc/c_2350;Documentation;Information processing;E;1;0;0;0
;demand;http://linkeddata.ge.imati.cnr.it/resource/ThIST/domanda;http://aims.fao.org/aos/agrovoc/c_2171;demand;supply balance;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dosaggio;http://aims.fao.org/aos/agrovoc/c_36906;Dosage;application rates;E;1;0;0;0
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://aims.fao.org/aos/agrovoc/c_2372;drainage;Soil management;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/droseraceae;http://aims.fao.org/aos/agrovoc/c_26293;Droseraceae;Nepenthales;E;1;0;0;0
;dunes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/duna;http://aims.fao.org/aos/agrovoc/c_2410;Dunes;physiographic features;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/durata;http://aims.fao.org/aos/agrovoc/c_2412;Duration;time;E;1;0;0;0
;water hardness;http://linkeddata.ge.imati.cnr.it/resource/ThIST/durezzadellacqua;http://aims.fao.org/aos/agrovoc/c_25423;Water hardness;Water quality;E;1;0;0;0
;ecology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecologia;http://aims.fao.org/aos/agrovoc/c_2467;ecology;biology;E;1;0;0;0
;human ecology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecologiaumana;http://aims.fao.org/aos/agrovoc/c_3682;human ecology;ecology;E;1;0;0;0
;economics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/economia;http://aims.fao.org/aos/agrovoc/c_2481;economics;Social sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/economiarurale;http://aims.fao.org/aos/agrovoc/c_29100;rural economics;economics;E;1;0;0;0
;ecosystems;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema;http://aims.fao.org/aos/agrovoc/c_2482;ecosystems;systems;E;1;0;0;0
;echo sounding;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosondaggio;http://aims.fao.org/aos/agrovoc/c_16370;Echosounding;Measurement;E;1;0;0;0
;buildings;http://linkeddata.ge.imati.cnr.it/resource/ThIST/edificio;http://aims.fao.org/aos/agrovoc/c_1142;Buildings;Manmade structures;E;1;0;0;0
;greenhouse effect;http://linkeddata.ge.imati.cnr.it/resource/ThIST/effettoserra;http://aims.fao.org/aos/agrovoc/c_15585;greenhouse effect;natural phenomena;E;1;0;0;0
;efficiency;http://linkeddata.ge.imati.cnr.it/resource/ThIST/efficienza;http://aims.fao.org/aos/agrovoc/c_2491;Efficiency;properties;E;1;0;0;0
;elasticity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elasticita;http://aims.fao.org/aos/agrovoc/c_26777;Elasticity;Mechanical properties;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elatinaceae;http://aims.fao.org/aos/agrovoc/c_26255;Elatinaceae;Theales;E;1;0;0;0
;metals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici;http://aims.fao.org/aos/agrovoc/c_29036;Metals;materials;E;1;0;0;0
;nonmetals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementinonmetallici;http://aims.fao.org/aos/agrovoc/c_5210;Nonmetals;Elements;E;1;0;0;0
;electricity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettricita;http://aims.fao.org/aos/agrovoc/c_2518;Electricity;physical phenomena;E;1;0;0;0
;electrodes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrodo;http://aims.fao.org/aos/agrovoc/c_28351;Electrodes;Equipment parts;E;1;0;0;0
;electrophoresis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi;http://aims.fao.org/aos/agrovoc/c_2523;Electrophoresis;Analytical methods;E;1;0;0;0
;electrolysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolisi;http://aims.fao.org/aos/agrovoc/c_28352;Electrolysis;chemical reactions;E;1;0;0;0
;electrolytes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolita;http://aims.fao.org/aos/agrovoc/c_2521;Electrolytes;chemical substances;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettronica;http://aims.fao.org/aos/agrovoc/c_2522;Electronics;Physics;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/embriologia;http://aims.fao.org/aos/agrovoc/c_10587;Embryology;biology;E;1;0;0;0
;exsurgence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emergenza;http://aims.fao.org/aos/agrovoc/c_2547;Emergence;Plant developmental stages;E;1;0;0;0
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://aims.fao.org/aos/agrovoc/c_2547;Emergence;Plant developmental stages;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emigrazione;http://aims.fao.org/aos/agrovoc/c_37979;Emigration;Migration;E;1;0;0;0
;energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energia;http://aims.fao.org/aos/agrovoc/c_2565;energy;physical phenomena;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiaelettrica;http://aims.fao.org/aos/agrovoc/c_28005;Electrical energy;energy;E;1;0;0;0
;wind energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiaeolica;http://aims.fao.org/aos/agrovoc/c_8394;Wind power;renewable energy;E;1;0;0;0
;geothermal energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiageotermica;http://aims.fao.org/aos/agrovoc/c_3238;Geothermal energy;renewable energy;E;1;0;0;0
;nuclear energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energianucleare;http://aims.fao.org/aos/agrovoc/c_5252;nuclear energy;energy;E;1;0;0;0
;solar energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiasolare;http://aims.fao.org/aos/agrovoc/c_7222;Solar energy;renewable energy;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiatermica;http://aims.fao.org/aos/agrovoc/c_31905;Thermal energy;energy;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entomologia;http://aims.fao.org/aos/agrovoc/c_2588;Entomology;Zoology;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entoprocta;http://aims.fao.org/aos/agrovoc/c_2590;Entoprocta;Animalia;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ephemeroptera;http://aims.fao.org/aos/agrovoc/c_2609;Ephemeroptera;Insecta;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/epidermide;http://aims.fao.org/aos/agrovoc/c_2617;Epidermis;Plant tissues;E;1;0;0;0
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://aims.fao.org/aos/agrovoc/c_3566;Herbicides;pesticides;E;1;0;0;0
;erosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erosione;http://aims.fao.org/aos/agrovoc/c_2651;Erosion;Soil degradation;E;1;0;0;0
;flooding;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esondazione;http://aims.fao.org/aos/agrovoc/c_2980;Flooding;High water;E;1;0;0;0
;flooding;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esondazione;http://aims.fao.org/aos/agrovoc/c_2980;Flooding;Natural disasters;E;1;0;0;0
;exoskeletons;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esoscheletro;http://aims.fao.org/aos/agrovoc/c_2754;Exoskeleton;Integument;E;1;0;0;0
;exploration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplorazione;http://aims.fao.org/aos/agrovoc/c_330917;Exploration;activities;E;1;0;0;0
;explosions;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplosione;http://aims.fao.org/aos/agrovoc/c_24937;Explosions;hazards;E;1;0;0;0
;desiccation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/essiccazione;http://aims.fao.org/aos/agrovoc/c_2402;Drying;processing;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estrazione;http://aims.fao.org/aos/agrovoc/c_36910;Extraction;Separating;E;1;0;0;0
;extrusions;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estrusione;http://aims.fao.org/aos/agrovoc/c_2769;Extrusion;processing;E;1;0;0;0
